"linkid","birth_date","sex"
103136,2009-12-06,"F"
103137,2011-10-08,"M"
103138,2009-10-02,"M"
103139,2010-02-25,"F"
103140,2010-08-19,"F"
103141,2014-05-05,"F"
103142,2014-09-19,"F"
103143,2010-02-11,"F"
103144,2012-10-27,"M"
103145,2012-04-07,"F"
103146,2009-01-15,"F"
103147,2014-10-15,"M"
103148,2013-04-20,"M"
103149,2012-01-03,"F"
103150,2013-11-02,"F"
103151,2014-01-06,"F"
103152,2009-08-26,"F"
103153,2012-09-25,"F"
103154,2012-11-28,"M"
103155,2010-02-01,"F"
103156,2013-08-18,"M"
103157,2009-04-26,"F"
103158,2010-12-31,"F"
103159,2009-07-19,"F"
103160,2013-11-28,"M"
103161,2014-04-16,"F"
103162,2013-07-28,"M"
103163,2013-09-20,"F"
103164,2009-11-11,"M"
103165,2014-05-31,"M"
103166,2009-02-25,"M"
103167,2012-08-25,"F"
103168,2009-12-23,"F"
103169,2010-03-25,"F"
103170,2010-04-29,"M"
103171,2010-11-11,"M"
103172,2012-06-24,"F"
103173,2014-06-14,"F"
103174,2013-11-11,"M"
103175,2010-05-10,"M"
103176,2011-06-06,"F"
103177,2012-03-08,"F"
103178,2009-03-08,"M"
103179,2009-10-19,"M"
103180,2013-07-10,"M"
103181,2014-01-02,"F"
103182,2012-04-08,"F"
103183,2011-07-20,"F"
103184,2011-11-05,"M"
103185,2011-06-27,"F"
103186,2009-07-06,"M"
103187,2013-12-19,"M"
103188,2009-11-11,"F"
103189,2010-03-26,"M"
103190,2013-08-08,"F"
103191,2012-12-08,"M"
103192,2009-08-25,"M"
103193,2009-09-17,"M"
103194,2009-08-02,"F"
103195,2009-01-25,"F"
103196,2009-03-11,"M"
103197,2014-01-12,"M"
103198,2013-01-13,"M"
103199,2011-08-15,"F"
103200,2010-01-22,"F"
103201,2009-11-29,"F"
103202,2010-06-01,"M"
103203,2009-02-28,"M"
103204,2009-05-31,"M"
103205,2014-11-29,"F"
103206,2014-02-28,"F"
103207,2012-11-04,"M"
103208,2010-04-27,"M"
103209,2010-02-15,"F"
103210,2011-02-19,"M"
103211,2012-07-05,"M"
103212,2011-01-15,"F"
103213,2009-06-16,"M"
103214,2014-11-20,"F"
103215,2009-01-01,"F"
103216,2010-03-13,"F"
103217,2014-12-11,"F"
103218,2014-07-17,"F"
103219,2014-03-31,"M"
103220,2012-07-13,"F"
103221,2012-08-30,"F"
103222,2014-09-29,"M"
103223,2009-04-04,"M"
103224,2011-07-15,"M"
103225,2010-07-25,"F"
103226,2012-06-20,"M"
103227,2014-10-29,"M"
103228,2013-01-25,"M"
103229,2009-05-09,"M"
103230,2013-07-01,"M"
103231,2011-09-30,"F"
103232,2010-07-05,"M"
103233,2013-10-11,"M"
103234,2012-02-14,"M"
103235,2009-11-02,"M"
103236,2012-02-06,"F"
103237,2009-09-02,"M"
103238,2014-11-20,"F"
103239,2013-09-16,"M"
103240,2013-08-22,"M"
103241,2014-09-29,"F"
103242,2014-01-23,"F"
103243,2009-08-21,"F"
103244,2012-05-09,"F"
103245,2013-07-23,"M"
103246,2011-04-12,"M"
103247,2013-01-01,"M"
103248,2011-11-18,"M"
103249,2014-10-12,"F"
103250,2013-04-27,"M"
103251,2012-08-30,"M"
103252,2012-11-14,"F"
103253,2010-12-19,"F"
103254,2012-01-29,"F"
103255,2014-10-09,"M"
103256,2014-12-05,"F"
103257,2012-05-08,"F"
103258,2013-05-15,"F"
103259,2013-09-10,"M"
103260,2012-12-25,"M"
103261,2013-07-12,"M"
103262,2012-04-20,"F"
103263,2010-07-25,"F"
103264,2013-07-31,"F"
103265,2014-12-18,"M"
103266,2011-03-29,"F"
103267,2011-01-11,"M"
103268,2013-04-04,"F"
103269,2011-12-01,"F"
103270,2013-12-25,"F"
103271,2009-05-05,"F"
103272,2011-10-25,"M"
103273,2011-04-30,"M"
103274,2014-04-01,"M"
103275,2014-05-05,"M"
103276,2013-07-11,"M"
103277,2012-09-30,"F"
103278,2013-06-10,"M"
103279,2014-09-25,"F"
103280,2011-11-03,"F"
103281,2010-06-23,"F"
103282,2011-12-03,"F"
103283,2011-12-22,"M"
103284,2009-03-16,"F"
103285,2012-08-07,"F"
103286,2012-08-03,"M"
103287,2010-06-20,"F"
103288,2012-06-26,"F"
103289,2013-07-28,"M"
103290,2011-05-18,"M"
103291,2011-11-02,"M"
103292,2009-11-18,"M"
103293,2009-04-17,"M"
103294,2010-09-13,"M"
103295,2013-07-15,"F"
103296,2012-08-25,"F"
103297,2013-04-11,"F"
103298,2012-05-16,"F"
103299,2010-09-10,"M"
103300,2012-12-19,"M"
103301,2011-10-27,"M"
103302,2014-10-10,"M"
103303,2010-01-14,"M"
103304,2012-05-05,"M"
103305,2009-02-12,"F"
103306,2014-08-28,"F"
103307,2012-01-22,"M"
103308,2010-05-09,"F"
103309,2012-01-22,"M"
103310,2010-03-05,"M"
103311,2014-05-19,"F"
103312,2012-01-22,"F"
103313,2010-05-01,"M"
103314,2013-03-20,"M"
103315,2014-11-11,"F"
103316,2010-09-13,"F"
103317,2012-09-21,"F"
103318,2011-11-26,"M"
103319,2009-03-24,"M"
103320,2014-09-26,"F"
103321,2014-05-04,"F"
103322,2012-11-27,"M"
103323,2011-10-02,"M"
103324,2012-05-07,"F"
103325,2014-12-28,"M"
103326,2009-11-08,"M"
103327,2011-08-11,"M"
103328,2012-02-16,"F"
103329,2013-10-14,"M"
103330,2013-01-07,"F"
103331,2012-08-26,"F"
103332,2013-09-01,"F"
103333,2010-07-20,"F"
103334,2012-10-02,"M"
103335,2013-07-11,"F"
103336,2011-12-20,"M"
103337,2012-08-22,"F"
103338,2012-12-03,"F"
103339,2010-04-11,"M"
103340,2009-02-12,"F"
103341,2011-07-03,"M"
103342,2009-11-02,"M"
103343,2011-07-01,"M"
103344,2013-07-18,"F"
103345,2013-01-05,"F"
103346,2012-06-23,"F"
103347,2014-05-02,"F"
103348,2009-01-30,"M"
103349,2010-06-25,"F"
103350,2013-08-30,"M"
103351,2011-06-03,"F"
103352,2013-04-28,"M"
103353,2014-06-27,"M"
103354,2014-01-29,"M"
103355,2010-06-25,"F"
103356,2013-02-13,"F"
103357,2014-07-06,"F"
103358,2010-04-08,"F"
103359,2014-04-24,"M"
103360,2013-04-28,"F"
103361,2009-02-12,"M"
103363,2013-09-18,"F"
103364,2009-07-25,"F"
103365,2013-09-05,"F"
103366,2014-09-07,"F"
103367,2011-03-19,"M"
103368,2010-08-20,"F"
103369,2009-11-22,"F"
103370,2013-06-05,"F"
103371,2011-04-15,"F"
103372,2014-03-08,"M"
103373,2013-09-19,"F"
103374,2014-11-11,"M"
103375,2010-07-27,"F"
103376,2014-11-10,"M"
103377,2014-08-06,"M"
103378,2012-01-21,"M"
103379,2010-11-11,"M"
103380,2013-09-13,"M"
103381,2011-02-27,"M"
103382,2012-09-10,"M"
103383,2010-01-03,"F"
103384,2013-04-30,"F"
103385,2012-07-14,"F"
103386,2013-02-25,"F"
103387,2011-04-12,"F"
103388,2013-09-21,"F"
103389,2011-11-24,"F"
103390,2010-07-17,"M"
103391,2012-08-24,"M"
103392,2013-12-06,"M"
103393,2014-04-02,"F"
103394,2011-12-10,"M"
103395,2012-12-09,"F"
103396,2014-02-14,"F"
103397,2014-03-20,"F"
103398,2014-08-11,"M"
103400,2010-09-20,"M"
103401,2011-06-25,"F"
103402,2012-10-11,"M"
103403,2010-03-27,"M"
103404,2010-10-15,"F"
103405,2014-08-18,"F"
103406,2010-04-08,"M"
103407,2009-12-22,"F"
103408,2009-10-26,"F"
103409,2010-04-08,"M"
103410,2009-11-26,"M"
103411,2012-01-14,"M"
103412,2011-07-13,"F"
103413,2010-12-24,"M"
103414,2011-06-24,"M"
103415,2009-07-20,"F"
103416,2014-10-27,"F"
103417,2014-06-15,"F"
103418,2013-04-15,"F"
103419,2011-05-22,"M"
103420,2010-01-01,"F"
103421,2010-11-21,"M"
103422,2011-04-04,"M"
103423,2013-01-03,"F"
103424,2013-12-20,"M"
103425,2010-02-12,"F"
103426,2010-11-11,"F"
103428,2013-01-04,"M"
103429,2013-04-07,"M"
103430,2013-12-23,"F"
103431,2009-09-21,"M"
103432,2014-12-25,"F"
103433,2012-09-10,"F"
103434,2010-09-16,"M"
103435,2013-10-19,"F"
103436,2013-09-19,"M"
103437,2011-10-10,"F"
103438,2014-11-20,"M"
103439,2013-02-13,"F"
103440,2012-02-02,"M"
103441,2010-05-06,"M"
103442,2010-09-10,"F"
103443,2009-01-30,"F"
103444,2014-07-08,"M"
103445,2013-04-20,"M"
103446,2009-02-25,"F"
103447,2014-04-07,"M"
103448,2013-12-24,"M"
103449,2013-05-26,"F"
103450,2012-05-21,"M"
103451,2013-10-15,"M"
103452,2011-11-18,"F"
103453,2014-06-13,"F"
103454,2011-06-28,"M"
103455,2012-10-18,"M"
103456,2010-05-11,"M"
103457,2011-12-23,"M"
103458,2010-09-26,"F"
103459,2013-10-16,"M"
103460,2009-07-28,"F"
103461,2010-04-15,"F"
103462,2012-10-10,"F"
103463,2010-08-27,"M"
103464,2013-11-26,"F"
103465,2012-11-15,"M"
103466,2014-04-28,"F"
103467,2010-04-26,"M"
103468,2010-04-04,"M"
103469,2009-02-13,"F"
103470,2014-05-30,"M"
103471,2013-03-29,"M"
103472,2009-05-03,"M"
103473,2011-03-20,"M"
103474,2010-10-30,"M"
103475,2010-01-01,"F"
103476,2009-12-18,"M"
103477,2014-02-25,"M"
103478,2010-02-26,"M"
103479,2012-01-15,"M"
103480,2009-02-23,"F"
103481,2013-11-27,"F"
103482,2013-06-29,"F"
103483,2013-11-08,"F"
103484,2010-02-21,"M"
103485,2014-08-28,"F"
103486,2011-04-10,"M"
103487,2009-05-14,"M"
103488,2013-04-14,"M"
103489,2011-07-26,"F"
103490,2010-03-17,"F"
103491,2009-03-18,"F"
103492,2014-09-01,"F"
103493,2010-09-15,"F"
103494,2013-12-05,"F"
103495,2012-12-04,"M"
103496,2011-07-30,"F"
103497,2009-05-31,"F"
103498,2012-08-20,"F"
103499,2010-02-16,"F"
103500,2012-04-06,"M"
103501,2011-03-23,"F"
103502,2013-04-28,"F"
103503,2009-10-17,"F"
103504,2009-07-17,"F"
103505,2014-05-07,"F"
103506,2011-10-23,"M"
103507,2013-07-30,"M"
103508,2010-06-11,"F"
103509,2014-06-28,"M"
103510,2009-08-17,"M"
103511,2014-04-18,"F"
103512,2011-05-01,"M"
103513,2012-12-07,"M"
103514,2009-06-30,"M"
103515,2010-08-11,"M"
103516,2009-06-29,"M"
103517,2013-05-02,"M"
103518,2014-01-01,"F"
103519,2012-07-08,"M"
103520,2010-03-05,"M"
103521,2014-07-17,"M"
103522,2010-03-24,"F"
103523,2011-04-04,"M"
103524,2011-08-19,"M"
103525,2011-01-18,"M"
103527,2012-11-11,"M"
103528,2009-03-01,"F"
103529,2014-04-15,"M"
103530,2014-03-13,"F"
103531,2014-04-02,"M"
103532,2009-08-23,"M"
103533,2011-11-25,"M"
103534,2011-09-28,"F"
103535,2013-01-10,"F"
103536,2012-01-09,"F"
103537,2011-06-11,"F"
103538,2014-12-11,"F"
103539,2009-08-27,"F"
103540,2009-06-14,"M"
103541,2010-05-23,"F"
103542,2013-06-21,"F"
103543,2011-11-22,"F"
103544,2009-07-08,"F"
103545,2013-02-08,"F"
103546,2012-02-27,"F"
103547,2014-07-30,"F"
103548,2013-03-30,"F"
103549,2012-07-15,"F"
103550,2011-11-11,"F"
103551,2014-08-03,"M"
103552,2013-12-18,"F"
103553,2010-03-11,"F"
103554,2014-04-26,"F"
103555,2012-09-29,"M"
103556,2009-11-28,"F"
103557,2012-12-02,"M"
103558,2011-08-14,"F"
103559,2009-12-11,"M"
103560,2011-07-01,"F"
103561,2012-07-24,"M"
103562,2011-09-26,"F"
103563,2012-08-02,"F"
103564,2014-02-16,"F"
103565,2010-08-03,"F"
103566,2013-12-15,"F"
103567,2014-04-22,"F"
103568,2014-11-11,"F"
103569,2013-05-23,"F"
103570,2014-12-07,"M"
103571,2011-02-01,"M"
103572,2010-06-09,"M"
103573,2013-05-02,"M"
103574,2009-11-27,"F"
103575,2014-08-10,"F"
103576,2010-10-07,"F"
103577,2014-06-18,"M"
103578,2012-09-26,"F"
103579,2014-03-10,"M"
103580,2009-05-27,"M"
103581,2009-11-29,"F"
103582,2009-07-14,"M"
103583,2010-02-22,"M"
103584,2012-05-20,"F"
103585,2013-08-23,"F"
103586,2009-12-19,"F"
103587,2010-06-15,"F"
103588,2011-01-19,"F"
103589,2009-11-11,"F"
103590,2012-03-07,"F"
103591,2009-10-19,"F"
103592,2012-06-05,"M"
103593,2011-01-22,"F"
103594,2012-02-21,"F"
103595,2014-10-28,"F"
103596,2012-07-16,"M"
103597,2014-01-07,"M"
103598,2009-01-01,"F"
103599,2009-12-17,"F"
103600,2014-02-09,"M"
103601,2012-05-11,"M"
103602,2011-04-16,"F"
103603,2011-02-22,"M"
103604,2013-10-12,"F"
103605,2014-03-17,"M"
103606,2012-01-04,"M"
103607,2010-08-04,"F"
103608,2009-07-30,"F"
103609,2014-04-22,"M"
103610,2010-03-11,"M"
103611,2010-06-09,"F"
103612,2012-12-31,"F"
103613,2010-06-04,"M"
103614,2011-09-01,"F"
103615,2009-01-02,"F"
103616,2009-04-18,"F"
103617,2013-12-20,"M"
103618,2013-02-20,"M"
103619,2009-02-03,"M"
103620,2010-10-15,"F"
103621,2009-12-19,"M"
103622,2010-09-16,"M"
103623,2011-06-26,"F"
103624,2011-05-05,"M"
103625,2014-04-16,"M"
103626,2011-08-28,"M"
103627,2013-01-18,"F"
103628,2014-11-11,"M"
103629,2012-11-01,"F"
103630,2009-03-17,"M"
103631,2012-07-15,"M"
103632,2012-05-21,"F"
103633,2013-12-31,"F"
103634,2013-01-07,"F"
103635,2014-10-30,"F"
103636,2010-11-28,"F"
103637,2013-09-06,"F"
103638,2014-12-25,"F"
103639,2013-01-18,"F"
103640,2009-12-21,"M"
103641,2011-05-17,"M"
103642,2014-01-09,"F"
103643,2014-06-22,"F"
103644,2009-03-04,"F"
103645,2011-02-14,"F"
103646,2011-10-20,"M"
103647,2012-01-07,"M"
103648,2012-06-19,"F"
103649,2010-06-10,"M"
103650,2010-11-11,"F"
103651,2012-11-04,"F"
103652,2014-06-23,"M"
103653,2012-01-20,"M"
103654,2013-02-15,"F"
103655,2014-11-23,"F"
103656,2011-07-27,"M"
103657,2014-07-30,"F"
103658,2009-01-20,"M"
103659,2011-06-29,"M"
103660,2009-12-16,"M"
103661,2011-03-09,"M"
103662,2009-09-10,"F"
103663,2013-08-11,"M"
103664,2010-01-06,"F"
103665,2014-10-09,"M"
103666,2012-06-30,"M"
103667,2009-05-01,"M"
103668,2009-05-21,"M"
103669,2009-02-26,"F"
103670,2014-10-02,"M"
103671,2014-05-12,"F"
103672,2014-02-13,"F"
103673,2014-03-08,"M"
103674,2012-02-27,"M"
103675,2012-06-09,"M"
103676,2009-03-01,"F"
103677,2013-06-28,"M"
103678,2009-11-03,"M"
103679,2012-09-23,"F"
103680,2012-11-29,"M"
103681,2011-02-11,"F"
103682,2012-08-28,"F"
103683,2013-11-29,"M"
103684,2013-01-01,"F"
103685,2012-06-17,"F"
103686,2010-03-25,"F"
103687,2009-08-06,"F"
103688,2014-04-09,"F"
103689,2010-10-26,"M"
103690,2014-09-18,"F"
103691,2010-05-06,"F"
103692,2010-06-17,"F"
103693,2010-03-14,"M"
103694,2011-03-01,"F"
103695,2010-09-28,"M"
103696,2009-05-08,"F"
103697,2011-09-07,"F"
103698,2010-09-10,"F"
103699,2009-07-29,"F"
103700,2014-12-27,"M"
103701,2012-03-15,"M"
103702,2013-11-30,"F"
103703,2012-01-03,"F"
103704,2013-05-16,"M"
103705,2012-11-23,"M"
103706,2011-03-22,"M"
103707,2011-06-26,"M"
103708,2012-06-28,"M"
103709,2011-01-03,"F"
103710,2010-08-14,"F"
103711,2012-11-14,"M"
103712,2011-03-21,"M"
103713,2014-11-11,"M"
103714,2013-05-13,"F"
103715,2010-05-09,"F"
103716,2009-03-25,"F"
103717,2011-09-26,"F"
103718,2010-07-13,"M"
103719,2014-07-25,"M"
103720,2011-08-12,"F"
103721,2010-07-13,"F"
103722,2012-08-09,"M"
103723,2011-07-25,"F"
103724,2009-05-19,"F"
103725,2011-11-11,"F"
103726,2011-05-29,"M"
103727,2010-01-31,"F"
103728,2009-10-22,"F"
103729,2012-08-09,"F"
103730,2010-11-30,"F"
103731,2010-06-25,"F"
103732,2013-05-29,"F"
103733,2009-04-05,"F"
103734,2009-01-01,"F"
103735,2011-12-10,"F"
103736,2014-10-13,"M"
103737,2010-10-18,"M"
103738,2011-02-16,"F"
103739,2012-04-17,"M"
103740,2011-04-17,"F"
103741,2012-09-08,"F"
103742,2009-11-10,"M"
103743,2012-01-13,"F"
103744,2010-01-10,"M"
103745,2011-06-07,"M"
103746,2010-10-19,"F"
103747,2011-07-08,"M"
103748,2012-11-29,"F"
103749,2013-06-10,"M"
103750,2013-07-04,"F"
103751,2012-01-17,"F"
103752,2013-02-25,"M"
103753,2009-01-30,"M"
103754,2011-10-05,"M"
103755,2011-10-06,"F"
103756,2014-02-08,"F"
103757,2012-11-30,"F"
103758,2014-02-03,"F"
103759,2010-03-09,"M"
103760,2013-08-14,"F"
103761,2013-03-17,"F"
103762,2009-11-11,"M"
103763,2011-07-16,"M"
103764,2013-12-14,"F"
103765,2013-08-31,"F"
103766,2011-04-19,"F"
103767,2009-08-26,"F"
103768,2013-04-10,"F"
103769,2012-02-25,"F"
103770,2012-10-26,"F"
103771,2014-09-06,"M"
103772,2013-02-17,"M"
103773,2012-12-01,"M"
103774,2011-03-20,"M"
103775,2009-03-23,"M"
103776,2010-02-13,"F"
103777,2009-04-01,"F"
103778,2010-01-27,"F"
103779,2011-01-13,"M"
103780,2012-07-22,"M"
103781,2011-11-22,"M"
103782,2014-09-11,"F"
103783,2012-05-19,"F"
103784,2012-11-07,"F"
103785,2009-06-30,"F"
103786,2011-05-07,"F"
103787,2009-04-26,"F"
103788,2011-11-14,"F"
103789,2013-03-24,"M"
103790,2010-11-11,"F"
103791,2013-09-10,"F"
103792,2012-09-20,"F"
103793,2014-06-19,"F"
103794,2012-05-29,"F"
103795,2013-07-06,"M"
103796,2011-11-10,"F"
103797,2011-01-01,"F"
103798,2011-04-04,"F"
103799,2014-10-09,"M"
103800,2013-07-03,"M"
103801,2012-08-28,"M"
103802,2009-06-07,"M"
103803,2012-06-28,"F"
103804,2010-04-11,"F"
103805,2011-09-23,"M"
103806,2011-05-11,"M"
103807,2011-06-21,"F"
103808,2014-02-13,"F"
103809,2011-09-12,"M"
103810,2012-01-20,"M"
103811,2011-07-13,"F"
103812,2013-07-22,"M"
103813,2011-12-28,"M"
103814,2009-05-26,"F"
103815,2010-06-27,"F"
103816,2014-04-06,"M"
103817,2012-03-05,"M"
103818,2011-07-14,"M"
103819,2010-05-15,"M"
103820,2014-09-19,"F"
103821,2013-10-17,"F"
103822,2011-09-08,"M"
103823,2010-12-10,"M"
103824,2011-12-07,"M"
103825,2012-01-03,"M"
103826,2014-09-04,"F"
103827,2012-12-10,"F"
103828,2013-06-30,"M"
103829,2013-07-14,"F"
103830,2014-05-22,"F"
103831,2013-05-24,"M"
103832,2013-09-04,"M"
103833,2011-06-30,"M"
103834,2012-01-13,"M"
103835,2012-05-13,"F"
103836,2011-09-08,"F"
103837,2013-05-13,"F"
103838,2013-01-21,"M"
103839,2011-08-24,"F"
103840,2013-11-27,"M"
103841,2013-04-19,"M"
103842,2009-02-02,"F"
103843,2013-08-31,"M"
103844,2014-07-07,"M"
103845,2013-10-09,"M"
103846,2011-05-17,"M"
103847,2009-01-11,"M"
103848,2013-04-24,"F"
103849,2011-01-12,"F"
103850,2014-06-18,"M"
103851,2014-05-31,"M"
103852,2012-08-23,"M"
103853,2009-09-14,"M"
103854,2011-05-28,"F"
103855,2014-10-09,"M"
103856,2009-02-18,"F"
103857,2011-12-11,"F"
103858,2011-12-19,"M"
103859,2009-11-28,"F"
103860,2009-10-29,"F"
103861,2011-11-18,"F"
103862,2010-10-14,"F"
103863,2010-08-02,"F"
103864,2011-10-08,"M"
103865,2014-10-02,"M"
103866,2013-05-08,"M"
103867,2012-06-07,"F"
103868,2012-01-27,"F"
103869,2012-11-25,"F"
103870,2009-09-27,"F"
103871,2009-06-05,"F"
103872,2012-07-14,"M"
103873,2009-02-13,"M"
103874,2010-09-15,"M"
103875,2013-08-03,"M"
103876,2012-11-12,"M"
103877,2012-03-29,"F"
103878,2010-03-13,"F"
103879,2012-06-09,"F"
103880,2013-06-06,"F"
103881,2010-07-22,"F"
103882,2010-10-01,"F"
103883,2013-12-11,"M"
103884,2010-02-24,"M"
103885,2012-09-29,"M"
103886,2011-01-25,"M"
103887,2011-03-30,"M"
103888,2010-04-05,"F"
103889,2014-01-18,"F"
103890,2013-10-24,"M"
103891,2009-07-14,"M"
103892,2011-07-13,"F"
103893,2014-07-10,"F"
103894,2013-11-09,"M"
103895,2014-09-07,"M"
103896,2012-06-30,"M"
103897,2011-08-31,"M"
103898,2013-09-23,"M"
103899,2009-09-03,"M"
103900,2011-03-06,"M"
103901,2013-09-06,"F"
103902,2011-06-25,"F"
103903,2012-08-11,"M"
103904,2012-01-22,"M"
103905,2004-11-21,"F"
103906,2007-10-02,"M"
103907,2007-11-06,"F"
103908,2005-11-26,"M"
103909,2008-05-18,"F"
103910,2007-08-28,"M"
103911,2001-08-18,"M"
103912,2010-06-08,"F"
103913,2010-06-29,"M"
103917,2005-04-24,"M"
103918,2009-03-24,"M"
103919,2012-10-06,"F"
103921,2006-03-06,"F"
103923,2013-10-12,"M"
103924,2009-08-06,"F"
103926,2013-01-11,"F"
103927,2013-11-20,"M"
103928,2011-03-08,"F"
103930,2008-09-06,"M"
103932,2002-12-29,"M"
103935,2007-09-29,"M"
103936,2011-06-07,"F"
103937,2005-10-28,"M"
103938,2001-06-07,"M"
103939,2013-06-08,"F"
103941,2004-03-13,"F"
103942,2005-07-06,"M"
103943,2007-01-11,"F"
103944,2009-09-13,"F"
103945,2010-05-27,"F"
103946,2007-04-07,"M"
103947,2007-02-08,"M"
103948,2008-11-23,"M"
103949,2009-03-23,"M"
103950,2008-06-03,"F"
103951,2012-11-27,"M"
103952,2005-05-25,"F"
103953,2011-04-12,"F"
103954,2012-08-08,"F"
103955,2014-05-11,"M"
103957,2009-12-21,"F"
103958,2010-02-17,"F"
103960,2007-04-02,"M"
103961,2006-02-18,"F"
103962,2008-02-18,"F"
103963,2008-08-31,"F"
103965,2004-06-10,"M"
103966,2007-05-04,"M"
103968,2007-11-23,"F"
103969,2009-02-21,"F"
103971,2004-03-20,"F"
103972,2009-08-06,"F"
103973,2014-10-06,"F"
103974,2014-08-07,"F"
103975,2004-10-17,"F"
103977,2001-07-03,"F"
103978,2006-09-25,"F"
103979,2008-12-11,"F"
103980,2013-10-05,"U"
103981,2012-11-18,"U"
103982,2003-01-09,"U"
103987,2009-11-15,"M"
103990,2009-10-17,"F"
103993,2014-06-12,"M"
103994,2002-11-15,"M"
103995,2008-11-08,"M"
103997,2004-06-27,"F"
103999,2011-10-18,"M"
104000,2013-11-26,"M"
104002,2010-12-08,"M"
104003,2010-07-27,"F"
104004,2007-07-05,"F"
104005,2002-10-08,"F"
104006,2001-10-30,"F"
104007,2009-08-09,"M"
104008,2005-09-19,"F"
104009,2006-06-08,"F"
104010,2003-03-03,"F"
104011,2001-04-15,"F"
104012,2007-01-02,"F"
104014,2004-02-12,"M"
104017,2005-02-25,"F"
104019,2011-03-14,"M"
104020,2007-09-12,"M"
104023,2014-06-27,"M"
104024,2012-02-24,"F"
104026,2007-09-30,"M"
104027,2007-11-28,"M"
104028,2007-02-27,"M"
104031,2005-09-21,"F"
104032,2001-09-11,"M"
104033,2013-04-28,"F"
104035,2001-05-02,"M"
104036,2011-01-16,"F"
104037,2006-12-30,"F"
104039,2011-07-10,"F"
104040,2007-11-29,"F"
104041,2014-08-29,"M"
104042,2009-01-10,"F"
104043,2014-11-23,"F"
104044,2009-06-30,"F"
104045,2014-06-23,"M"
104046,2006-11-15,"F"
104047,2012-04-27,"F"
104048,2010-08-31,"F"
104049,2010-03-17,"M"
104050,2007-07-03,"F"
104051,2014-06-16,"F"
104052,2002-03-09,"M"
104053,2008-08-19,"M"
104055,2007-06-08,"M"
104056,2011-01-26,"M"
104057,2012-05-23,"F"
104058,2006-11-19,"M"
104059,2001-03-09,"F"
104060,2007-05-31,"M"
104061,2013-12-11,"M"
104062,2007-10-21,"M"
104063,2011-12-03,"F"
104064,2014-06-14,"F"
104065,2006-05-04,"F"
104066,2014-11-12,"M"
104067,2008-01-10,"M"
104069,2008-11-10,"M"
104070,2005-03-29,"F"
104071,2014-08-25,"F"
104073,2001-05-28,"F"
104074,2010-01-14,"M"
104075,2008-07-10,"M"
104076,2010-01-19,"M"
104077,2008-11-28,"F"
104078,2006-06-07,"M"
104079,2005-12-01,"M"
104080,2005-03-22,"M"
104081,2002-10-06,"M"
104082,2011-11-25,"F"
104083,2004-08-19,"M"
104085,2004-01-27,"M"
104087,2008-10-13,"F"
104088,2010-06-23,"F"
104089,2008-09-19,"F"
104090,2003-02-24,"F"
104093,2012-03-22,"M"
104094,2003-11-24,"F"
104095,2010-01-09,"F"
104096,2009-03-04,"F"
104097,2011-07-16,"M"
104098,2010-06-06,"M"
104100,2011-11-12,"F"
104101,2012-04-23,"M"
104102,2002-11-03,"F"
104103,2003-01-06,"F"
104104,2006-12-25,"F"
104107,2014-08-15,"F"
104108,2011-06-22,"M"
104109,2014-12-25,"M"
104110,2011-05-13,"F"
104111,2012-08-08,"F"
104112,2009-04-09,"F"
104113,2008-10-26,"F"
104114,2008-04-11,"M"
104115,2009-08-13,"M"
104116,2014-02-09,"F"
104117,2010-12-22,"F"
104119,2001-05-12,"F"
104122,2003-08-14,"M"
104123,2011-10-29,"M"
104124,2007-05-26,"F"
104126,2013-06-03,"F"
104127,2006-07-12,"M"
104129,2011-10-01,"F"
104130,2012-10-14,"F"
104132,2014-03-20,"M"
104135,2007-12-03,"F"
104136,2012-07-27,"M"
104137,2012-09-12,"M"
104138,2005-07-01,"F"
104140,2001-01-02,"F"
104141,2012-05-23,"M"
104142,2014-05-22,"M"
104143,2012-08-06,"F"
104144,2011-09-24,"F"
104145,2013-10-25,"F"
104146,2011-04-04,"F"
104147,2011-04-09,"M"
104148,2013-12-11,"F"
104149,2013-10-04,"F"
104150,2014-07-18,"M"
104151,2012-03-17,"M"
104152,2014-07-21,"F"
104153,2014-01-03,"M"
104154,2012-03-05,"F"
104155,2010-06-02,"M"
104156,2011-10-05,"F"
104157,2014-09-02,"M"
104158,2009-07-25,"M"
104159,2012-03-18,"F"
104160,2012-01-07,"M"
104161,2012-11-23,"F"
104162,2010-05-11,"M"
104163,2012-12-04,"M"
104164,2010-07-13,"F"
104165,2013-06-19,"M"
104166,2009-09-09,"M"
104167,2012-03-19,"F"
104168,2013-07-14,"M"
104169,2011-07-30,"M"
104170,2010-04-02,"M"
104171,2009-01-19,"M"
104172,2010-06-13,"F"
104173,2013-07-06,"M"
104174,2012-09-02,"M"
104175,2014-01-28,"M"
104176,2013-07-16,"M"
104177,2010-08-09,"M"
104178,2012-07-26,"F"
104179,2011-12-10,"F"
104180,2010-10-30,"M"
104181,2013-09-09,"M"
104182,2011-11-14,"F"
104183,2011-08-23,"M"
104184,2010-08-22,"F"
104185,2010-05-14,"F"
104186,2012-09-13,"M"
104187,2010-03-28,"M"
104188,2009-09-11,"M"
104189,2012-09-19,"M"
104190,2012-02-07,"M"
104191,2011-03-12,"M"
104192,2013-07-14,"M"
104193,2010-04-04,"M"
104194,2012-08-24,"M"
104195,2013-08-23,"M"
104196,2010-01-19,"M"
